TAA,Side,Band_Index,EffCos_Lo,EffCos_Hi,U_1.400eV,U_1.544eV,U_1.689eV,U_1.833eV,U_1.978eV,U_2.122eV,U_2.267eV,U_2.411eV,U_2.556eV,U_2.700eV
205,Dusk,3,0.2000,0.3500,5.607526e+25,4.074195e+27,1.261860e+29,4.682086e+29,5.714741e+29,3.961659e+29,1.825241e+29,5.908480e+28,1.375430e+28,2.188260e+27
205,Dusk,4,0.3500,0.5500,1.035310e+25,2.178682e+26,9.675459e+27,2.019402e+29,6.896802e+29,6.201696e+29,3.009173e+29,9.799343e+28,2.249713e+28,3.803596e+27
205,Dusk,5,0.5500,1.0100,8.032738e+25,1.643427e+26,1.239015e+27,2.316976e+28,3.093094e+29,1.025696e+30,8.469340e+29,2.939713e+29,6.751807e+28,1.110001e+28
206,Dawn,0,0.0000,0.0500,4.371627e+28,1.430355e+29,2.627838e+29,3.449790e+29,3.114856e+29,2.017501e+29,9.094539e+28,2.916921e+28,7.161681e+27,1.276196e+27
206,Dawn,1,0.0500,0.1000,1.668127e+28,4.512188e+28,8.891993e+28,1.398625e+29,1.340998e+29,8.705729e+28,4.046350e+28,1.302897e+28,3.194255e+27,5.029292e+26
206,Dawn,2,0.1000,0.2000,9.072759e+27,8.948282e+28,2.087203e+29,2.883743e+29,2.707801e+29,1.806803e+29,8.300241e+28,2.668809e+28,6.299024e+27,1.080649e+27
206,Dawn,3,0.2000,0.3500,2.574819e+25,1.162153e+28,1.751185e+29,3.387500e+29,3.285863e+29,2.167872e+29,1.019172e+29,3.321985e+28,7.445382e+27,1.327177e+27
206,Dawn,4,0.3500,0.5500,3.002258e+25,1.822291e+26,1.210564e+28,2.479301e+29,4.409833e+29,3.015145e+29,1.400892e+29,4.655633e+28,1.046913e+28,1.804845e+27
206,Dawn,5,0.5500,1.0100,9.033731e+25,1.651011e+26,1.083828e+27,2.466651e+28,3.599429e+29,7.987849e+29,5.180775e+29,1.708971e+29,4.031113e+28,6.511945e+27
206,Dusk,0,0.0000,0.0500,5.502576e+28,1.464657e+29,2.869974e+29,3.756439e+29,3.460313e+29,2.256318e+29,1.031606e+29,3.445387e+28,8.032052e+27,1.115369e+27
206,Dusk,1,0.0500,0.1000,2.395983e+27,3.366074e+28,9.485074e+28,1.406136e+29,1.370692e+29,9.135156e+28,4.189187e+28,1.305113e+28,3.103541e+27,5.223985e+26
206,Dusk,2,0.1000,0.2000,1.035312e+27,7.870393e+28,2.744591e+29,4.313577e+29,4.208293e+29,2.806869e+29,1.282086e+29,4.155265e+28,9.666961e+27,1.699608e+27
206,Dusk,3,0.2000,0.3500,2.972836e+25,3.342438e+27,1.067536e+29,4.264988e+29,5.247196e+29,3.641188e+29,1.677463e+29,5.429879e+28,1.266116e+28,2.050351e+27
206,Dusk,4,0.3500,0.5500,3.673031e+23,2.485921e+26,9.494434e+27,2.034021e+29,6.873916e+29,6.142075e+29,2.977378e+29,9.688169e+28,2.241125e+28,3.699420e+27
206,Dusk,5,0.5500,1.0100,1.003229e+26,2.260734e+26,1.083816e+27,2.321844e+28,3.098630e+29,1.013961e+30,8.367765e+29,2.901827e+29,6.645461e+28,1.094409e+28
207,Dawn,0,0.0000,0.0500,4.149539e+28,1.370047e+29,2.514938e+29,3.271787e+29,2.932385e+29,1.880809e+29,8.450434e+28,2.718766e+28,6.645229e+27,1.162234e+27
207,Dawn,1,0.0500,0.1000,1.847120e+28,5.042080e+28,9.902088e+28,1.555531e+29,1.499719e+29,9.910670e+28,4.597426e+28,1.470401e+28,3.649520e+27,6.079657e+26
207,Dawn,2,0.1000,0.2000,7.203637e+27,8.790183e+28,2.086318e+29,2.869738e+29,2.690911e+29,1.791401e+29,8.244488e+28,2.641380e+28,6.288009e+27,1.073019e+27
207,Dawn,3,0.2000,0.3500,5.954089e+25,9.550776e+27,1.713129e+29,3.376690e+29,3.283326e+29,2.164369e+29,1.017053e+29,3.287047e+28,7.461870e+27,1.316540e+27
207,Dawn,4,0.3500,0.5500,2.003180e+25,2.257603e+26,1.104696e+28,2.429777e+29,4.388802e+29,3.013112e+29,1.396229e+29,4.641428e+28,1.031681e+28,1.808625e+27
207,Dawn,5,0.5500,1.0100,7.035427e+25,2.690351e+26,1.094113e+27,2.450851e+28,3.602829e+29,8.051639e+29,5.293851e+29,1.750349e+29,4.120861e+28,6.751407e+27
207,Dusk,0,0.0000,0.0500,5.521728e+28,1.470554e+29,2.888576e+29,3.793178e+29,3.506661e+29,2.287160e+29,1.045946e+29,3.496280e+28,8.136695e+27,1.148532e+27
207,Dusk,1,0.0500,0.1000,2.551372e+27,3.419565e+28,9.718956e+28,1.473125e+29,1.473516e+29,1.016974e+29,4.725893e+28,1.497980e+28,3.553828e+27,5.663878e+26
207,Dusk,2,0.1000,0.2000,9.787772e+26,7.915135e+28,2.772554e+29,4.404885e+29,4.326747e+29,2.870253e+29,1.310942e+29,4.234654e+28,9.767570e+27,1.791280e+27
207,Dusk,3,0.2000,0.3500,1.301181e+25,3.088882e+27,1.046621e+29,4.380160e+29,5.526309e+29,3.873928e+29,1.791158e+29,5.802979e+28,1.371939e+28,2.190616e+27
207,Dusk,4,0.3500,0.5500,4.848522e+22,2.186374e+26,8.390222e+27,1.796538e+29,6.399611e+29,5.805970e+29,2.826770e+29,9.177864e+28,2.122258e+28,3.471701e+27
207,Dusk,5,0.5500,1.0100,8.031660e+25,2.017102e+26,1.189168e+27,2.315993e+28,3.040161e+29,9.905360e+29,8.198654e+29,2.842395e+29,6.501957e+28,1.074842e+28
208,Dawn,0,0.0000,0.0500,4.774286e+28,1.555109e+29,2.900857e+29,3.856010e+29,3.562645e+29,2.319662e+29,1.061924e+29,3.411686e+28,8.340178e+27,1.395134e+27
208,Dawn,1,0.0500,0.1000,1.693992e+28,4.562980e+28,9.035805e+28,1.430442e+29,1.391424e+29,9.274523e+28,4.301932e+28,1.374890e+28,3.448421e+27,5.902875e+26
208,Dawn,2,0.1000,0.2000,8.495801e+27,8.930878e+28,2.131411e+29,2.966641e+29,2.786753e+29,1.843071e+29,8.478576e+28,2.722720e+28,6.468202e+27,1.092407e+27
208,Dawn,3,0.2000,0.3500,2.811845e+25,6.951512e+27,1.527561e+29,3.039119e+29,2.976215e+29,1.969176e+29,9.252838e+28,2.999632e+28,6.788883e+27,1.184315e+27
208,Dawn,4,0.3500,0.5500,3.002047e+25,1.899410e+26,9.480598e+27,2.171840e+29,3.789244e+29,2.598478e+29,1.207446e+29,4.022538e+28,8.722224e+27,1.555016e+27
208,Dawn,5,0.5500,1.0100,5.032085e+25,1.546064e+26,9.789826e+26,2.331291e+28,3.337443e+29,7.104012e+29,4.505005e+29,1.487546e+29,3.510799e+28,5.514235e+27
208,Dusk,0,0.0000,0.0500,5.555039e+28,1.438698e+29,2.765158e+29,3.535880e+29,3.204715e+29,2.049079e+29,9.186156e+28,3.088726e+28,7.205092e+27,1.125250e+27
208,Dusk,1,0.0500,0.1000,2.757296e+27,4.171756e+28,1.125450e+29,1.654667e+29,1.601418e+29,1.087074e+29,5.058266e+28,1.613120e+28,3.859630e+27,6.133944e+26
208,Dusk,2,0.1000,0.2000,9.687667e+26,7.707573e+28,2.728100e+29,4.322919e+29,4.250565e+29,2.844541e+29,1.294162e+29,4.175660e+28,9.656171e+27,1.778709e+27
208,Dusk,3,0.2000,0.3500,6.956066e+25,3.753896e+27,1.189292e+29,4.772747e+29,5.946746e+29,4.179815e+29,1.934518e+29,6.299037e+28,1.473279e+28,2.339205e+27
208,Dusk,4,0.3500,0.5500,1.073418e+25,1.531561e+26,8.356856e+27,1.964318e+29,6.940219e+29,6.232488e+29,3.022457e+29,9.806527e+28,2.255521e+28,3.796345e+27
208,Dusk,5,0.5500,1.0100,9.035988e+25,1.899315e+26,9.235288e+26,2.347876e+28,3.170276e+29,1.061715e+30,8.912891e+29,3.078930e+29,7.076665e+28,1.159111e+28
209,Dawn,0,0.0000,0.0500,4.725186e+28,1.541963e+29,2.875305e+29,3.810589e+29,3.514924e+29,2.284757e+29,1.047853e+29,3.367333e+28,8.296118e+27,1.382456e+27
209,Dawn,1,0.0500,0.1000,1.535621e+28,4.182660e+28,8.308857e+28,1.320329e+29,1.267551e+29,8.310735e+28,3.776298e+28,1.191463e+28,2.938913e+27,5.113915e+26
209,Dawn,2,0.1000,0.2000,8.782969e+27,8.971487e+28,2.143653e+29,3.000365e+29,2.834215e+29,1.882452e+29,8.739323e+28,2.822433e+28,6.751246e+27,1.135432e+27
209,Dawn,3,0.2000,0.3500,1.042652e+25,7.923930e+27,1.509280e+29,2.903846e+29,2.828072e+29,1.887908e+29,8.728551e+28,2.815717e+28,6.501555e+27,1.072816e+27
209,Dawn,4,0.3500,0.5500,2.134105e+25,1.849244e+26,1.315810e+28,2.387141e+29,4.098083e+29,2.798470e+29,1.306026e+29,4.344357e+28,9.452930e+27,1.694213e+27
209,Dawn,5,0.5500,1.0100,6.033610e+25,1.610632e+26,9.432653e+26,2.255358e+28,3.277484e+29,7.127259e+29,4.586314e+29,1.527287e+29,3.611733e+28,5.615233e+27
209,Dusk,0,0.0000,0.0500,5.580547e+28,1.446913e+29,2.788768e+29,3.586483e+29,3.279495e+29,2.109250e+29,9.474498e+28,3.180167e+28,7.410951e+27,1.146534e+27
209,Dusk,1,0.0500,0.1000,2.965635e+27,4.262851e+28,1.163887e+29,1.737016e+29,1.687730e+29,1.137545e+29,5.279689e+28,1.668019e+28,3.963504e+27,6.583524e+26
209,Dusk,2,0.1000,0.2000,1.135885e+27,7.654790e+28,2.698239e+29,4.242626e+29,4.177228e+29,2.806778e+29,1.281271e+29,4.131535e+28,9.626052e+27,1.756223e+27
209,Dusk,3,0.2000,0.3500,7.754050e+25,3.754308e+27,1.194794e+29,4.814396e+29,6.040460e+29,4.222387e+29,1.949620e+29,6.377159e+28,1.484372e+28,2.367369e+27
209,Dusk,4,0.3500,0.5500,1.061491e+25,2.080547e+26,8.312960e+27,1.931859e+29,6.950037e+29,6.426684e+29,3.145306e+29,1.021607e+29,2.348416e+28,3.914243e+27
209,Dusk,5,0.5500,1.0100,1.703526e+26,2.019413e+26,1.012415e+27,2.156294e+28,2.963804e+29,1.014482e+30,8.609337e+29,2.974690e+29,6.856106e+28,1.115874e+28
210,Dawn,0,0.0000,0.0500,4.549480e+28,1.491785e+29,2.758971e+29,3.635103e+29,3.346064e+29,2.174740e+29,9.999557e+28,3.215544e+28,7.819078e+27,1.349162e+27
210,Dawn,1,0.0500,0.1000,1.496856e+28,4.145715e+28,8.364825e+28,1.332395e+29,1.270804e+29,8.224354e+28,3.707432e+28,1.162776e+28,2.858838e+27,5.138448e+26
210,Dawn,2,0.1000,0.2000,9.097460e+27,8.811606e+28,2.038168e+29,2.854247e+29,2.700242e+29,1.783496e+29,8.265680e+28,2.644234e+28,6.520677e+27,1.068208e+27
210,Dawn,3,0.2000,0.3500,4.429310e+25,1.117738e+28,1.682754e+29,3.243609e+29,3.153214e+29,2.118735e+29,9.795531e+28,3.187417e+28,7.270934e+27,1.234515e+27
210,Dawn,4,0.3500,0.5500,3.017758e+25,1.535975e+26,1.033313e+28,2.312988e+29,4.194940e+29,2.877299e+29,1.340197e+29,4.446001e+28,9.607091e+27,1.756147e+27
210,Dawn,5,0.5500,1.0100,9.034984e+25,2.514597e+26,8.060295e+26,1.894600e+28,3.117923e+29,7.083526e+29,4.650270e+29,1.555542e+29,3.656233e+28,5.666086e+27
210,Dusk,0,0.0000,0.0500,5.698234e+28,1.508448e+29,2.992993e+29,3.924960e+29,3.643155e+29,2.385724e+29,1.083754e+29,3.606779e+28,8.474011e+27,1.297813e+27
210,Dusk,1,0.0500,0.1000,2.321419e+27,3.881594e+28,1.062261e+29,1.585214e+29,1.527593e+29,9.961007e+28,4.541701e+28,1.437819e+28,3.377996e+27,6.064898e+26
210,Dusk,2,0.1000,0.2000,1.090047e+27,7.572219e+28,2.747804e+29,4.290034e+29,4.202232e+29,2.834312e+29,1.291702e+29,4.202441e+28,9.697979e+27,1.712279e+27
210,Dusk,3,0.2000,0.3500,5.628618e+25,3.686164e+27,1.081691e+29,4.642742e+29,5.898851e+29,4.149152e+29,1.916365e+29,6.285771e+28,1.460951e+28,2.348694e+27
210,Dusk,4,0.3500,0.5500,5.005743e+25,1.987994e+26,8.910826e+27,1.934229e+29,7.001656e+29,6.549942e+29,3.221128e+29,1.042519e+29,2.398332e+28,4.008777e+27
210,Dusk,5,0.5500,1.0100,1.003462e+26,2.214841e+26,9.564852e+26,1.997154e+28,2.818189e+29,9.764081e+29,8.362701e+29,2.895053e+29,6.677908e+28,1.091120e+28
211,Dawn,0,0.0000,0.0500,4.209288e+28,1.405877e+29,2.584585e+29,3.382411e+29,3.051789e+29,1.953158e+29,8.856170e+28,2.822258e+28,6.937370e+27,1.188846e+27
211,Dawn,1,0.0500,0.1000,1.778653e+28,4.869707e+28,9.823054e+28,1.541991e+29,1.509876e+29,1.001382e+29,4.648149e+28,1.475095e+28,3.605235e+27,6.484183e+26
211,Dawn,2,0.1000,0.2000,7.598352e+27,8.792069e+28,2.074577e+29,2.902272e+29,2.747823e+29,1.818386e+29,8.417299e+28,2.710479e+28,6.633295e+27,1.086704e+27
211,Dawn,3,0.2000,0.3500,2.770139e+25,8.384445e+27,1.613231e+29,3.240681e+29,3.154504e+29,2.114596e+29,9.765190e+28,3.154570e+28,7.157717e+27,1.222544e+27
211,Dawn,4,0.3500,0.5500,1.002424e+25,1.555632e+26,9.427011e+27,2.246815e+29,4.181847e+29,2.866804e+29,1.340615e+29,4.449985e+28,9.507552e+27,1.786459e+27
211,Dawn,5,0.5500,1.0100,3.036671e+25,2.118686e+26,8.077742e+26,1.958809e+28,3.082653e+29,7.135721e+29,4.752227e+29,1.591454e+29,3.715625e+28,5.729953e+27
211,Dusk,0,0.0000,0.0500,5.713186e+28,1.511071e+29,2.998024e+29,3.929296e+29,3.648107e+29,2.388284e+29,1.085563e+29,3.608828e+28,8.479967e+27,1.295698e+27
211,Dusk,1,0.0500,0.1000,2.568075e+27,3.957724e+28,1.085953e+29,1.632033e+29,1.605909e+29,1.064692e+29,4.878503e+28,1.558701e+28,3.684149e+27,6.708848e+26
211,Dusk,2,0.1000,0.2000,1.111371e+27,7.687741e+28,2.841022e+29,4.636212e+29,4.616934e+29,3.136273e+29,1.437430e+29,4.616745e+28,1.075878e+28,1.851500e+27
211,Dusk,3,0.2000,0.3500,3.147025e+25,3.267582e+27,9.932057e+28,4.293926e+29,5.461037e+29,3.840948e+29,1.772689e+29,5.874610e+28,1.354066e+28,2.219391e+27
211,Dusk,4,0.3500,0.5500,1.042141e+25,1.840346e+26,9.301032e+27,1.943804e+29,6.978845e+29,6.518322e+29,3.201133e+29,1.034501e+29,2.372621e+28,3.885077e+27
211,Dusk,5,0.5500,1.0100,1.303414e+26,1.812822e+26,9.579707e+26,1.994125e+28,2.790865e+29,9.570074e+29,8.217743e+29,2.847465e+29,6.559576e+28,1.086340e+28
212,Dawn,0,0.0000,0.0500,4.012576e+28,1.349083e+29,2.465600e+29,3.208396e+29,2.859838e+29,1.823006e+29,8.251887e+28,2.641058e+28,6.485582e+27,1.127619e+27
212,Dawn,1,0.0500,0.1000,1.837785e+28,5.108854e+28,1.037386e+29,1.618757e+29,1.601835e+29,1.068983e+29,4.977444e+28,1.560748e+28,3.829866e+27,6.717142e+26
212,Dawn,2,0.1000,0.2000,6.922917e+27,8.805377e+28,2.100706e+29,2.947827e+29,2.776919e+29,1.831247e+29,8.440690e+28,2.729539e+28,6.565383e+27,1.073977e+27
212,Dawn,3,0.2000,0.3500,2.006885e+25,7.747166e+27,1.597755e+29,3.265484e+29,3.185734e+29,2.131832e+29,9.814103e+28,3.180407e+28,7.340208e+27,1.266792e+27
212,Dawn,4,0.3500,0.5500,5.933438e+22,1.514571e+26,8.363993e+27,2.190288e+29,4.048172e+29,2.772234e+29,1.297631e+29,4.326732e+28,9.083320e+27,1.713732e+27
212,Dawn,5,0.5500,1.0100,1.103857e+26,1.532591e+26,9.059716e+26,2.033784e+28,3.221556e+29,7.282887e+29,4.900000e+29,1.640627e+29,3.830013e+28,6.037088e+27
212,Dusk,0,0.0000,0.0500,5.746246e+28,1.523750e+29,3.032094e+29,4.011260e+29,3.743439e+29,2.458752e+29,1.117949e+29,3.716258e+28,8.667540e+27,1.320548e+27
212,Dusk,1,0.0500,0.1000,2.713930e+27,4.055316e+28,1.124040e+29,1.719084e+29,1.744089e+29,1.186679e+29,5.532483e+28,1.770732e+28,4.286897e+27,7.655335e+26
212,Dusk,2,0.1000,0.2000,1.183487e+27,7.649667e+28,2.814246e+29,4.567683e+29,4.531899e+29,3.051018e+29,1.393785e+29,4.440096e+28,1.027337e+28,1.797968e+27
212,Dusk,3,0.2000,0.3500,3.756899e+25,3.150844e+27,1.005530e+29,4.502333e+29,5.896701e+29,4.229973e+29,1.961711e+29,6.487241e+28,1.504126e+28,2.436435e+27
212,Dusk,4,0.3500,0.5500,3.002203e+25,2.023711e+26,7.678914e+27,1.699553e+29,6.481065e+29,6.141500e+29,3.029292e+29,9.832697e+28,2.237465e+28,3.689960e+27
212,Dusk,5,0.5500,1.0100,1.203356e+26,1.925126e+26,1.030222e+27,1.985441e+28,2.710320e+29,9.294032e+29,8.021737e+29,2.779826e+29,6.391806e+28,1.063310e+28
213,Dawn,0,0.0000,0.0500,4.798956e+28,1.579689e+29,2.963450e+29,3.982780e+29,3.676961e+29,2.405081e+29,1.110295e+29,3.517560e+28,8.689584e+27,1.397754e+27
213,Dawn,1,0.0500,0.1000,1.589727e+28,4.407843e+28,8.945335e+28,1.380256e+29,1.360592e+29,9.064839e+28,4.213025e+28,1.305434e+28,3.172888e+27,5.343265e+26
213,Dawn,2,0.1000,0.2000,8.300481e+27,8.853709e+28,2.103031e+29,3.010335e+29,2.864747e+29,1.891839e+29,8.745967e+28,2.825632e+28,6.796284e+27,1.159747e+27
213,Dawn,3,0.2000,0.3500,3.530213e+25,6.394944e+27,1.445859e+29,2.942749e+29,2.867264e+29,1.930572e+29,8.878048e+28,2.840759e+28,6.635723e+27,1.145887e+27
213,Dawn,4,0.3500,0.5500,2.081357e+25,1.861552e+26,8.710365e+27,2.050106e+29,3.707469e+29,2.526304e+29,1.191555e+29,3.918376e+28,8.392668e+27,1.592972e+27
213,Dawn,5,0.5500,1.0100,8.034973e+25,1.824928e+26,9.470815e+26,1.827375e+28,2.917874e+29,6.403572e+29,4.175808e+29,1.398613e+29,3.220524e+28,5.157953e+27
213,Dusk,0,0.0000,0.0500,5.713767e+28,1.481572e+29,2.880760e+29,3.705780e+29,3.357076e+29,2.157412e+29,9.725013e+28,3.231357e+28,7.513132e+27,1.178683e+27
213,Dusk,1,0.0500,0.1000,2.875414e+27,4.976411e+28,1.325008e+29,1.983412e+29,1.953602e+29,1.320756e+29,6.093558e+28,1.948383e+28,4.875596e+27,9.087628e+26
213,Dusk,2,0.1000,0.2000,1.116901e+27,7.188323e+28,2.728191e+29,4.426585e+29,4.436078e+29,2.997212e+29,1.374233e+29,4.412096e+28,1.005110e+28,1.711980e+27
213,Dusk,3,0.2000,0.3500,3.966284e+25,3.363620e+27,1.125425e+29,4.879405e+29,6.431610e+29,4.593239e+29,2.132564e+29,7.032590e+28,1.617164e+28,2.606785e+27
213,Dusk,4,0.3500,0.5500,2.002357e+25,1.600463e+26,6.984054e+27,1.776662e+29,6.823159e+29,6.555461e+29,3.218112e+29,1.050604e+29,2.389394e+28,3.949230e+27
213,Dusk,5,0.5500,1.0100,3.038245e+25,1.919127e+26,9.956799e+26,1.907548e+28,2.685891e+29,9.650469e+29,8.517603e+29,2.946772e+29,6.823836e+28,1.118998e+28
214,Dawn,0,0.0000,0.0500,4.746989e+28,1.564868e+29,2.936262e+29,3.929049e+29,3.628207e+29,2.368549e+29,1.092040e+29,3.467096e+28,8.514117e+27,1.358298e+27
214,Dawn,1,0.0500,0.1000,1.523553e+28,4.296723e+28,8.697328e+28,1.350275e+29,1.309303e+29,8.589921e+28,3.965493e+28,1.211985e+28,3.030427e+27,5.127724e+26
214,Dawn,2,0.1000,0.2000,7.746242e+27,8.456111e+28,2.009604e+29,2.886611e+29,2.757892e+29,1.819848e+29,8.451027e+28,2.739814e+28,6.552632e+27,1.149850e+27
214,Dawn,3,0.2000,0.3500,6.206140e+25,9.295268e+27,1.523356e+29,3.000268e+29,2.915769e+29,1.971237e+29,9.057658e+28,2.895900e+28,6.868944e+27,1.189696e+27
214,Dawn,4,0.3500,0.5500,6.013633e+22,1.147468e+26,9.766204e+27,2.139298e+29,3.941827e+29,2.705719e+29,1.272401e+29,4.152306e+28,8.965500e+27,1.660322e+27
214,Dawn,5,0.5500,1.0100,9.036553e+25,1.823291e+26,7.718189e+26,1.657572e+28,2.801949e+29,6.376969e+29,4.246419e+29,1.425482e+29,3.285776e+28,5.248096e+27
214,Dusk,0,0.0000,0.0500,5.772063e+28,1.509930e+29,2.974172e+29,3.879397e+29,3.571590e+29,2.329355e+29,1.054212e+29,3.512076e+28,8.170175e+27,1.344730e+27
214,Dusk,1,0.0500,0.1000,2.757767e+27,4.778608e+28,1.249974e+29,1.841482e+29,1.783714e+29,1.184835e+29,5.456800e+28,1.726120e+28,4.313846e+27,7.505677e+26
214,Dusk,2,0.1000,0.2000,1.225765e+27,7.222373e+28,2.733757e+29,4.425625e+29,4.434582e+29,2.996932e+29,1.376252e+29,4.417920e+28,1.004843e+28,1.706348e+27
214,Dusk,3,0.2000,0.3500,5.036762e+25,3.585574e+27,1.140618e+29,4.923872e+29,6.501680e+29,4.673269e+29,2.172729e+29,7.161567e+28,1.651939e+28,2.642230e+27
214,Dusk,4,0.3500,0.5500,2.671260e+22,1.665403e+26,7.526569e+27,1.778373e+29,6.948853e+29,6.859084e+29,3.411021e+29,1.111113e+29,2.546665e+28,4.188256e+27
214,Dusk,5,0.5500,1.0100,1.303747e+26,1.310425e+26,8.618607e+26,1.721048e+28,2.462485e+29,9.078807e+29,8.129325e+29,2.821623e+29,6.533796e+28,1.062659e+28
215,Dawn,0,0.0000,0.0500,4.411058e+28,1.476620e+29,2.754607e+29,3.650187e+29,3.337452e+29,2.159644e+29,9.905980e+28,3.120893e+28,7.644398e+27,1.208050e+27
215,Dawn,1,0.0500,0.1000,1.632276e+28,4.548130e+28,9.343358e+28,1.451990e+29,1.407496e+29,9.358679e+28,4.319359e+28,1.359068e+28,3.493533e+27,5.997923e+26
215,Dawn,2,0.1000,0.2000,8.175814e+27,8.704064e+28,2.019159e+29,2.914715e+29,2.789740e+29,1.842267e+29,8.575077e+28,2.769565e+28,6.522857e+27,1.132656e+27
215,Dawn,3,0.2000,0.3500,1.909250e+25,8.883384e+27,1.585185e+29,3.191471e+29,3.104983e+29,2.093574e+29,9.640390e+28,3.074662e+28,7.327763e+27,1.245446e+27
215,Dawn,4,0.3500,0.5500,2.004431e+25,1.412196e+26,8.339316e+27,2.052334e+29,4.038794e+29,2.780682e+29,1.306650e+29,4.276882e+28,9.216894e+27,1.748721e+27
215,Dawn,5,0.5500,1.0100,1.003807e+26,1.818907e+26,7.772253e+26,1.484034e+28,2.637063e+29,6.294440e+29,4.286633e+29,1.442260e+29,3.327458e+28,5.364765e+27
215,Dusk,0,0.0000,0.0500,5.837129e+28,1.566345e+29,3.138169e+29,4.130358e+29,3.844272e+29,2.534158e+29,1.158068e+29,3.845617e+28,9.005366e+27,1.457129e+27
215,Dusk,1,0.0500,0.1000,2.528254e+27,4.523785e+28,1.215859e+29,1.826558e+29,1.773976e+29,1.165804e+29,5.248828e+28,1.682729e+28,4.119463e+27,7.188636e+26
215,Dusk,2,0.1000,0.2000,9.850245e+26,7.103963e+28,2.768544e+29,4.471264e+29,4.489607e+29,3.058405e+29,1.414910e+29,4.523999e+28,1.032987e+28,1.823356e+27
215,Dusk,3,0.2000,0.3500,1.588133e+25,3.008732e+27,1.022552e+29,4.695164e+29,6.219451e+29,4.461741e+29,2.066786e+29,6.845491e+28,1.569580e+28,2.498230e+27
215,Dusk,4,0.3500,0.5500,6.004045e+25,2.310616e+26,7.637750e+27,1.788296e+29,6.918568e+29,6.786914e+29,3.361666e+29,1.094728e+29,2.522691e+28,4.089524e+27
215,Dusk,5,0.5500,1.0100,6.037170e+25,2.719458e+26,7.927423e+26,1.710960e+28,2.452157e+29,8.956057e+29,8.020361e+29,2.788215e+29,6.433274e+28,1.050002e+28
216,Dawn,0,0.0000,0.0500,4.134265e+28,1.403944e+29,2.606308e+29,3.425821e+29,3.083098e+29,1.973554e+29,9.015259e+28,2.843965e+28,6.987853e+27,1.120579e+27
216,Dawn,1,0.0500,0.1000,1.868780e+28,5.225918e+28,1.066159e+29,1.651402e+29,1.629241e+29,1.099214e+29,5.093226e+28,1.595572e+28,4.049543e+27,6.567305e+26
216,Dawn,2,0.1000,0.2000,6.395940e+27,8.504654e+28,2.023203e+29,2.913223e+29,2.784584e+29,1.835446e+29,8.504683e+28,2.747648e+28,6.414469e+27,1.142298e+27
216,Dawn,3,0.2000,0.3500,4.675969e+25,7.427302e+27,1.544866e+29,3.224329e+29,3.127949e+29,2.111910e+29,9.731677e+28,3.097707e+28,7.387703e+27,1.241590e+27
216,Dawn,4,0.3500,0.5500,6.010092e+25,8.379843e+25,7.561588e+27,1.968633e+29,3.920520e+29,2.711947e+29,1.274928e+29,4.174724e+28,9.066555e+27,1.713623e+27
216,Dawn,5,0.5500,1.0100,4.040134e+25,2.439404e+26,8.924663e+26,1.657794e+28,2.733439e+29,6.382678e+29,4.407535e+29,1.485855e+29,3.448010e+28,5.507167e+27
216,Dusk,0,0.0000,0.0500,5.864018e+28,1.575258e+29,3.167938e+29,4.187068e+29,3.913987e+29,2.582242e+29,1.180316e+29,3.916980e+28,9.195498e+27,1.483997e+27
216,Dusk,1,0.0500,0.1000,2.734711e+27,4.566816e+28,1.217725e+29,1.831506e+29,1.794242e+29,1.204289e+29,5.460354e+28,1.761258e+28,4.311467e+27,7.689889e+26
216,Dusk,2,0.1000,0.2000,1.218963e+27,7.166071e+28,2.861088e+29,4.823280e+29,4.893351e+29,3.328855e+29,1.543662e+29,4.946038e+28,1.130838e+28,1.944949e+27
216,Dusk,3,0.2000,0.3500,4.930237e+25,2.665719e+27,9.478723e+28,4.528892e+29,6.114807e+29,4.444699e+29,2.056461e+29,6.796810e+28,1.574502e+28,2.511443e+27
216,Dusk,4,0.3500,0.5500,3.002380e+25,1.729786e+26,7.365898e+27,1.612451e+29,6.564944e+29,6.483963e+29,3.220127e+29,1.051749e+29,2.424879e+28,3.908667e+27
216,Dusk,5,0.5500,1.0100,9.036761e+25,1.916381e+26,1.009246e+27,1.735703e+28,2.428905e+29,8.763471e+29,7.860159e+29,2.727824e+29,6.307617e+28,1.029367e+28
217,Dawn,0,0.0000,0.0500,3.985231e+28,1.351264e+29,2.499725e+29,3.259990e+29,2.912332e+29,1.852055e+29,8.481358e+28,2.664918e+28,6.496104e+27,1.029358e+27
217,Dawn,1,0.0500,0.1000,1.881145e+28,5.455327e+28,1.097790e+29,1.713579e+29,1.688991e+29,1.148755e+29,5.292197e+28,1.665286e+28,4.299269e+27,7.214301e+26
217,Dawn,2,0.1000,0.2000,5.708149e+27,8.507366e+28,2.079819e+29,2.974753e+29,2.845285e+29,1.873037e+29,8.678523e+28,2.812102e+28,6.507240e+27,1.119661e+27
217,Dawn,3,0.2000,0.3500,2.294572e+25,6.037791e+27,1.506913e+29,3.230518e+29,3.136470e+29,2.118096e+29,9.741110e+28,3.084348e+28,7.383534e+27,1.252893e+27
217,Dawn,4,0.3500,0.5500,2.490519e+22,1.959323e+26,7.006168e+27,1.937035e+29,3.896254e+29,2.692076e+29,1.261155e+29,4.150844e+28,8.971253e+27,1.689845e+27
